battery_power,n_cores,ram,clock_speed,internal_memory,bluetooh,wifi,touch_screen,front_camera_resolution,primary_camera_resolution,mobile_depth,mobile_width,screen_height,screen_width,screen_resolution_height,screen_resolution_width,four_g,five_g,dual_sim,talk_time,price_level
564,6,1074,2.9,51,0,0,1,3,1,0.5,168,14,7,912,1726,1,1,1,18,0
1821,8,3220,1.7,10,0,1,0,4,10,0.8,139,13,8,381,1018,1,1,0,18,3
719,6,3990,0.5,23,1,1,1,0,9,0.4,113,14,9,431,1727,1,1,1,12,3
1448,3,1175,1.4,26,0,0,1,13,16,1.0,156,12,9,1792,1850,0,0,1,6,1
730,8,325,1.5,9,1,1,0,9,15,0.7,107,12,8,1371,1677,1,0,0,7,2
513,8,3400,1.9,27,0,1,1,8,13,0.4,174,16,6,282,710,0,0,0,13,2
793,8,3786,1.9,45,1,1,1,0,2,0.5,124,11,14,444,1196,1,1,1,3,0
1864,6,3586,1.9,57,0,1,0,2,6,0.1,181,19,9,1279,1793,0,0,1,8,3
930,4,2016,1.0,4,1,1,1,4,10,0.9,144,13,3,48,745,1,1,1,19,1
714,7,1275,0.5,30,1,1,1,1,2,0.3,145,12,10,643,1527,1,0,0,10,1
1494,2,3202,1.9,47,0,0,0,2,9,0.4,129,13,1,207,1177,1,1,0,14,3
723,4,838,2.8,16,0,1,1,1,5,0.5,154,14,2,229,1473,0,0,0,20,0
1828,1,2280,2.1,17,1,0,0,0,1,0.9,199,17,14,336,898,0,0,1,4,2
809,3,1457,2.3,14,1,0,0,13,14,0.5,198,9,6,379,932,0,0,1,13,0
1413,6,2867,1.7,10,1,0,1,2,6,0.2,200,5,4,314,1606,0,0,0,15,2
1606,4,3454,1.4,57,0,1,0,3,4,0.1,154,13,8,1127,1924,0,0,0,20,3
816,2,302,0.5,23,1,0,0,16,17,0.1,140,12,6,486,1930,1,1,0,8,0
1454,2,3685,2.5,63,1,1,0,4,12,0.3,196,18,17,839,1131,1,1,0,17,3
728,5,3248,1.8,58,0,1,1,5,16,0.8,179,13,3,223,737,0,0,1,4,2
1692,1,1394,2.3,46,0,0,1,4,6,0.9,139,16,10,674,1925,1,1,1,6,1
1236,1,1406,2.1,57,0,1,0,2,0,0.7,188,14,12,354,809,1,1,1,20,0
819,8,756,1.6,11,1,0,0,0,1,0.4,83,10,5,438,1983,1,1,0,9,0
1354,1,2073,2.7,5,1,0,0,2,13,0.2,135,12,0,539,1240,1,1,1,12,1
821,4,2598,0.5,11,1,0,0,1,3,0.1,96,17,10,674,1375,1,1,1,3,3
771,4,770,1.4,25,1,0,1,10,6,0.8,110,12,1,1448,922,0,0,0,20,0
1776,4,1813,2.1,35,1,1,1,10,16,0.1,172,16,13,278,623,1,0,1,20,1
1201,6,726,0.5,10,1,0,1,1,5,0.4,198,11,4,1151,1723,1,1,0,3,0
969,3,1300,1.8,44,1,1,1,2,7,0.1,158,18,1,1333,909,1,1,1,8,0
1144,1,3252,1.5,21,1,0,0,0,11,0.4,189,16,0,159,724,0,0,1,8,2
1296,5,490,0.9,14,0,1,1,0,3,0.5,124,7,1,811,1272,1,1,1,4,0
605,3,392,1.0,9,0,0,0,1,16,0.8,142,15,14,160,1026,1,1,1,18,0
1054,6,1675,1.1,63,0,1,0,10,5,0.4,154,18,11,1097,1222,1,0,1,14,1
721,1,1713,1.3,16,1,1,1,10,18,0.9,125,10,3,408,1862,0,0,1,4,1
1012,4,2802,0.5,39,0,0,1,4,6,0.1,161,8,0,882,1195,1,0,1,10,2
1095,1,560,0.5,45,1,0,1,4,5,0.5,197,9,1,179,1247,1,0,0,10,0
1109,1,701,2.8,20,1,0,0,6,12,0.6,103,15,10,124,833,1,1,1,16,2
1143,5,2175,0.7,50,1,1,0,1,16,0.7,82,14,6,102,1737,0,0,1,14,1
759,6,2676,0.5,26,0,0,1,2,16,0.1,129,13,3,117,1247,1,1,0,13,3
1404,5,1652,2.1,44,0,1,1,1,20,0.9,151,7,6,1703,1880,0,0,0,20,1
1531,6,2524,2.0,60,1,1,0,0,1,0.4,162,13,12,1107,1666,1,0,0,7,2
1576,3,418,2.6,58,0,0,1,7,16,0.9,90,14,8,400,631,1,0,0,14,0
860,7,1870,1.6,48,1,0,1,4,18,1.0,103,17,3,335,1087,1,0,1,18,1
1441,1,1393,0.6,53,0,0,1,0,12,0.1,106,18,4,254,954,1,1,1,4,1
648,5,3124,0.5,54,1,1,0,9,20,0.6,102,14,0,1546,1817,1,0,1,13,3
972,5,1018,2.5,58,1,0,1,4,14,0.1,193,17,1,88,1261,0,1,1,16,0
912,8,2330,2.0,54,1,0,1,1,5,0.3,161,19,5,329,1053,0,0,0,20,1
1589,7,3464,0.6,58,1,1,1,0,7,0.9,85,19,10,319,1206,1,1,1,6,3
642,3,391,2.3,58,1,1,1,0,2,1.0,89,5,2,271,1071,1,0,1,8,0
712,2,3487,2.6,52,1,1,0,3,10,0.2,84,16,12,558,1208,1,0,1,4,1
1672,1,1267,0.5,32,1,0,1,13,20,0.7,174,17,4,1281,1896,1,1,1,20,1
1067,7,706,2.8,58,0,0,1,0,7,0.5,135,12,5,79,1409,0,0,1,16,0
1166,1,3887,0.5,63,1,1,0,6,11,0.4,80,8,15,437,638,0,0,0,7,3
1396,6,1386,1.5,44,0,1,1,0,1,0.1,118,7,1,173,1843,1,1,1,8,1
1426,5,1277,1.6,12,0,0,0,4,16,0.7,174,14,9,1573,1694,1,1,0,5,1
1966,3,1252,0.8,48,0,1,1,10,16,0.2,144,6,4,1242,1759,1,1,1,15,2
1969,4,298,1.2,63,0,0,1,9,11,0.2,132,10,1,390,756,1,0,1,10,0
926,7,256,0.8,21,0,1,0,6,14,0.8,161,16,1,84,793,1,1,0,2,0
1136,6,546,1.3,43,0,1,1,14,15,0.9,177,15,6,211,574,1,0,0,7,0
1976,2,3699,0.7,32,1,1,1,4,7,0.8,171,17,11,1301,1922,0,0,1,13,3
1446,8,3340,2.8,18,0,1,0,0,20,0.3,144,8,0,351,1769,1,1,1,16,3
1090,8,3839,2.3,38,1,0,1,6,8,0.6,128,17,3,169,1670,1,1,0,11,3
1936,7,1671,1.9,34,0,1,0,13,19,0.2,182,6,1,591,1089,1,0,0,6,1
718,3,1601,1.6,30,1,1,1,1,17,0.4,93,10,5,662,997,1,0,1,12,1
1125,8,1641,2.7,33,1,0,1,1,14,0.4,117,14,7,774,1916,1,0,0,12,1
534,2,584,0.8,23,1,1,0,0,15,0.5,165,16,3,793,1758,0,0,1,11,0
1759,4,2107,1.4,15,1,0,1,10,13,0.4,101,18,5,382,1163,1,1,0,16,2
1889,1,3672,2.8,31,0,1,1,5,10,1.0,132,5,1,170,1106,1,1,0,3,3
986,4,1149,0.8,28,1,0,1,13,20,0.8,182,8,7,199,679,1,1,0,18,0
1498,6,577,1.4,14,1,0,1,0,15,0.7,191,14,12,111,1637,1,1,1,9,0
1699,4,3796,0.5,59,0,1,1,1,3,0.5,97,17,10,466,1768,0,0,1,12,3
1805,4,3104,0.5,29,1,0,1,0,11,0.3,182,19,4,957,891,0,0,0,17,1
637,4,2725,0.8,28,1,0,0,2,6,0.6,194,15,10,1080,1289,0,0,1,7,2
1131,1,1835,2.3,49,1,0,1,7,13,0.3,101,19,13,658,878,1,0,1,16,1
1469,7,1052,2.1,41,0,0,1,13,9,0.7,123,8,1,398,1133,0,1,0,7,0
1934,1,2940,2.6,46,1,1,1,0,17,0.1,103,13,9,619,1299,1,1,1,2,3
672,8,1403,0.5,35,0,0,0,7,17,0.1,99,16,7,574,1267,1,1,0,6,0
1602,7,1829,1.6,35,0,0,0,0,7,0.1,99,18,17,1325,1800,1,1,1,13,2
894,8,3377,2.1,54,0,1,1,16,20,0.7,168,5,1,286,1300,1,0,1,4,2
1867,6,990,1.3,43,1,1,0,0,10,0.1,142,6,1,712,1442,1,1,0,2,1
1354,8,2090,0.7,26,1,0,0,3,6,0.6,136,5,4,297,918,1,0,1,13,1
1512,7,2335,1.7,6,1,1,1,12,17,0.7,162,15,7,205,884,1,0,0,7,2
1414,2,1069,0.5,15,0,0,1,0,7,0.8,168,7,6,294,1048,1,0,0,14,0
1831,4,282,1.4,2,0,1,1,2,5,0.9,88,17,7,2,1381,1,0,1,13,3
1665,6,1601,2.7,60,1,0,1,5,18,0.2,194,5,17,1572,980,1,1,0,14,2
1965,7,3535,0.5,4,0,1,1,6,9,1.0,84,17,0,977,1660,1,1,0,16,3
1332,2,1285,0.8,11,0,0,1,2,3,0.5,187,5,0,464,1165,1,0,1,17,1
1023,4,941,2.9,64,1,0,1,5,16,0.9,181,8,4,1236,1280,1,1,1,9,1
1349,2,3990,1.3,12,0,1,0,7,19,0.1,178,9,6,195,899,0,0,1,19,3
1646,7,1234,1.8,45,1,0,1,1,3,0.7,180,12,13,948,1007,0,1,1,18,0
1973,6,1724,2.3,21,0,1,0,3,7,0.8,95,12,10,127,507,0,0,0,8,1
648,4,819,1.8,60,1,0,0,1,4,0.1,195,10,3,931,1811,1,1,0,4,0
1590,3,1201,0.6,7,0,1,1,0,17,0.3,122,12,3,1464,1595,1,0,1,18,1
772,2,2750,1.2,28,1,0,1,0,10,0.3,130,6,4,812,963,0,0,0,14,2
1923,1,1489,0.5,46,0,1,1,7,10,0.5,191,10,9,767,1759,1,0,1,3,1
504,1,2339,0.5,48,1,1,0,5,9,0.1,166,16,15,88,1229,0,0,1,15,0
1660,2,2402,0.6,24,0,1,1,2,3,0.8,169,12,10,223,1777,1,1,0,14,2
1765,2,3695,1.3,11,0,0,0,3,7,0.7,87,16,5,961,772,1,0,1,18,3
961,7,1412,1.8,7,0,0,0,2,3,0.6,88,16,9,849,1103,0,1,0,4,1
983,4,2052,0.6,45,0,1,0,0,11,0.1,130,5,3,948,1205,1,1,1,6,1
658,2,3161,2.5,16,1,0,0,3,7,0.3,102,8,4,1360,1891,0,0,0,3,3
626,1,1077,2.3,11,1,1,1,3,9,0.8,109,8,10,737,1759,0,1,1,4,0
1417,2,3340,2.2,11,1,0,0,1,9,0.1,121,8,7,532,1247,1,1,1,16,2
1747,6,3105,0.5,13,0,0,0,4,12,0.7,185,7,1,800,873,1,0,0,10,3
683,7,2066,2.1,35,1,0,0,7,8,0.1,197,9,7,1242,891,0,0,0,15,1
674,3,589,2.8,8,1,0,1,0,0,0.2,93,18,6,750,772,1,1,1,4,0
1504,1,3059,1.6,64,0,0,1,1,20,0.9,182,19,5,19,1923,0,0,0,10,3
1361,5,2495,1.4,47,1,1,0,1,2,1.0,169,8,7,881,1382,0,0,0,16,2
819,6,1814,0.6,42,0,1,0,8,20,0.9,188,5,4,339,1242,1,1,1,13,1
1723,3,361,1.0,27,1,1,1,1,17,0.6,126,5,0,384,1361,1,1,0,17,1
1708,4,1247,0.8,14,0,0,0,8,16,0.9,197,19,16,263,1345,1,1,0,16,1
1489,8,362,0.5,59,1,0,0,1,6,0.3,146,16,10,759,1858,1,1,0,6,0
1447,2,887,0.5,40,0,1,0,3,0,0.7,184,15,4,650,802,0,0,0,20,0
1146,4,291,2.2,45,0,1,1,5,6,0.4,111,19,9,73,583,1,1,0,11,0
1628,4,1430,1.0,45,0,0,1,3,17,0.6,132,7,13,88,516,1,0,1,9,1
1278,8,1155,0.5,54,1,1,0,1,16,0.1,104,7,1,581,750,0,0,1,20,0
912,6,1321,0.7,38,0,1,1,1,6,0.9,182,7,7,724,1264,1,0,0,6,0
1988,5,3015,2.8,16,1,0,0,0,1,0.1,94,16,2,153,696,1,1,0,6,3
1325,4,3707,0.5,13,1,0,1,0,8,1.0,133,19,3,1353,1915,1,1,0,18,3
1290,8,2573,0.7,62,1,0,1,2,9,0.1,134,16,1,1482,1490,1,0,0,18,2
1689,2,1172,2.4,13,1,1,1,0,9,0.9,168,12,11,521,674,1,1,1,17,0
1883,6,2600,0.7,33,1,0,0,6,16,0.3,146,16,8,1171,1724,1,1,0,20,3
922,7,1165,1.5,35,0,1,1,1,15,0.9,188,19,6,1016,1383,1,1,1,4,0
1197,2,3317,0.7,27,0,1,0,11,13,0.4,154,16,3,586,1208,1,0,1,19,1
833,4,586,0.6,27,1,1,0,0,2,0.3,145,19,8,649,1290,1,1,1,19,0
1421,1,2775,2.8,57,1,0,0,0,2,0.5,165,8,3,781,1657,1,1,0,14,3
965,8,2343,1.4,13,1,0,0,1,2,0.9,197,17,12,645,1275,1,0,0,15,2
1559,8,2203,1.3,10,1,1,1,10,17,0.3,114,7,5,117,681,1,1,1,15,1
1830,6,1905,0.5,14,1,1,1,5,6,0.8,160,16,3,773,1353,1,0,0,19,2
1930,8,1783,2.0,16,1,1,0,11,12,0.8,186,17,3,1901,1920,0,0,0,13,2
1595,6,2623,0.5,17,0,1,0,3,4,1.0,89,16,16,322,710,0,0,1,9,1
1641,8,1695,1.1,48,0,1,0,6,7,0.7,97,13,6,224,1994,1,0,0,17,2
1062,4,1345,0.5,39,0,1,0,3,4,0.9,124,16,0,571,817,1,1,0,11,0
1569,4,3905,1.6,54,1,0,0,4,6,0.9,190,6,2,371,665,1,1,1,4,3
1727,7,2457,2.1,25,1,1,0,2,10,0.8,85,19,13,239,1992,1,0,0,7,3
601,4,532,1.4,4,1,1,1,4,13,0.1,154,12,8,356,765,1,1,0,10,0
615,6,2211,0.5,42,1,1,0,0,4,0.6,163,7,4,104,1664,0,0,1,18,1
1794,7,402,0.5,55,1,1,0,5,7,0.5,86,14,7,43,627,1,1,1,14,0
1758,8,1897,0.5,13,1,0,0,11,14,0.6,190,6,2,762,1864,1,1,0,15,2
1373,7,3800,1.0,50,1,0,1,2,12,0.2,134,17,4,105,673,1,0,1,14,3
612,8,3282,0.5,20,1,1,1,1,6,0.8,179,16,2,1145,1487,1,1,1,18,3
1230,4,1846,2.8,50,0,1,1,1,8,1.0,100,6,1,1563,1393,0,0,1,17,0
1002,6,961,2.7,11,0,1,1,0,18,0.4,107,10,7,285,512,1,0,1,19,0
1230,7,990,0.5,11,1,1,1,0,14,0.7,111,18,17,1960,589,1,1,0,4,2
1982,7,3511,1.1,24,0,1,1,12,16,0.1,129,16,14,764,1873,1,0,0,15,3
1330,5,3429,1.3,3,1,1,0,0,17,0.3,83,14,13,980,810,0,0,1,16,0
1760,8,2053,1.4,63,0,0,1,5,19,0.8,127,19,12,1382,1383,0,0,1,16,2
755,7,2734,2.8,51,1,1,0,5,12,0.3,117,10,1,1311,545,1,1,1,16,2
852,5,1275,1.6,54,1,1,0,6,7,0.4,147,13,7,538,730,1,1,1,12,0
1945,5,1141,0.5,48,1,1,0,2,17,0.7,99,5,2,574,1583,1,0,1,6,1
1454,4,719,0.8,37,1,0,1,6,14,0.2,160,14,10,186,1100,1,1,0,10,0
595,3,3752,0.9,23,0,0,1,7,17,0.1,121,10,2,441,810,1,1,1,18,3
891,6,1303,1.9,18,0,1,1,0,3,0.1,132,17,16,40,1435,1,0,1,4,0
1045,1,1905,1.2,40,1,1,0,3,7,0.5,175,11,8,625,1783,1,1,1,12,2
816,3,1018,0.5,14,1,0,0,4,13,0.9,198,17,10,149,558,1,0,0,15,0
989,1,1737,1.8,55,1,1,0,4,12,0.7,147,8,5,46,533,0,1,1,8,1
1086,8,3930,2.7,24,0,1,1,0,19,0.1,135,17,1,1874,1976,1,1,0,18,3
1497,3,1329,0.7,32,1,0,1,5,9,0.7,92,6,1,1920,1933,1,0,0,7,2
1224,2,621,2.1,44,1,1,1,2,9,0.5,139,11,15,622,709,1,0,1,5,0
1454,8,1713,1.4,19,0,1,0,8,20,0.8,80,16,0,754,1087,0,0,1,19,1
1895,1,774,0.5,5,0,0,1,2,11,0.7,134,15,4,725,1335,1,1,0,6,1
1845,8,2148,0.5,58,0,0,0,0,0,0.3,134,7,3,406,519,1,0,0,5,0
1193,4,536,0.9,26,0,1,0,11,20,0.6,166,17,6,412,1729,1,0,0,15,0
730,7,2812,1.3,6,1,0,0,6,10,0.9,167,10,1,1096,1155,0,0,1,17,2
812,4,3102,0.5,64,0,0,0,1,7,1.0,106,6,0,35,1309,0,0,1,2,2
1745,3,2498,1.5,57,0,1,1,4,16,0.1,159,13,2,1164,1814,1,1,1,5,3
1958,1,3064,0.5,52,0,0,0,6,14,0.4,153,7,6,1524,1848,1,1,0,3,3
946,6,1637,1.4,26,1,1,0,9,7,0.8,182,7,10,417,891,0,0,0,6,0
691,4,3154,2.7,33,1,1,1,2,9,0.9,128,5,3,951,962,1,1,1,15,0
1456,3,3624,1.6,49,0,0,1,5,20,0.2,193,12,11,1285,1427,1,0,1,16,3
621,4,2801,2.7,54,1,1,1,0,20,0.1,151,6,1,434,910,1,0,1,5,2
1176,2,3469,2.1,15,1,0,1,2,10,0.2,168,6,2,674,1455,1,1,0,17,1
1329,6,1228,0.7,52,1,0,0,1,2,0.1,181,8,6,1053,655,1,0,0,6,1
1273,4,1767,1.0,48,1,0,1,3,15,0.7,99,18,3,490,1129,1,1,0,11,1
1611,3,1595,0.5,3,1,1,0,11,14,0.6,98,8,4,303,714,1,0,1,9,1
1081,7,1122,1.9,42,1,0,0,13,17,0.1,101,7,4,639,816,1,1,0,7,1
1695,5,860,0.5,47,1,0,1,2,13,0.5,121,9,6,308,1208,1,1,0,11,1
1583,2,1511,1.2,6,0,1,0,0,4,0.2,115,13,4,1171,1673,0,1,1,8,2
1597,1,934,2.3,34,0,0,1,11,14,0.4,89,16,10,64,1667,0,0,0,9,0
1487,2,2003,1.5,42,0,0,0,10,7,0.8,120,17,4,857,1177,1,1,1,3,2
769,5,3946,2.9,9,1,0,0,0,1,0.1,182,5,2,248,874,0,0,1,7,3
1945,4,732,1.6,57,0,0,1,0,1,0.3,195,14,1,743,1753,1,1,1,14,1
1780,4,2776,0.5,51,1,1,0,4,11,0.1,190,19,0,1331,1463,1,0,0,14,3
1944,4,2583,1.2,51,0,0,0,5,13,0.4,193,11,0,201,1245,1,1,1,4,1
1164,8,3309,1.0,19,0,1,0,4,18,0.9,95,15,3,729,1704,1,1,0,3,3
598,2,3293,2.3,21,0,1,0,7,10,0.7,196,8,4,680,1173,1,0,1,7,2
1924,2,3423,0.5,63,0,0,0,3,10,0.3,111,13,3,122,686,1,1,0,19,3
1698,6,796,2.1,14,0,0,0,5,11,0.2,160,13,3,127,994,1,1,0,14,0
1661,7,864,2.0,6,1,1,0,1,2,0.3,168,9,8,594,709,1,1,1,18,1
1961,7,2355,1.5,55,1,1,1,10,20,0.5,100,14,7,861,1888,1,0,0,6,3
781,1,1947,1.6,49,0,1,0,3,9,1.0,100,5,2,1134,1905,0,0,0,6,2
723,4,1851,0.5,3,0,0,0,0,3,0.2,168,15,3,920,1748,1,1,0,16,1
1960,7,3865,1.5,61,1,0,0,1,18,0.8,86,10,7,781,1299,1,1,1,11,3
1136,6,3210,1.6,32,1,1,1,15,19,0.5,150,10,3,961,1030,1,0,0,8,3
623,3,3657,2.0,6,0,0,1,2,4,0.1,127,17,3,144,672,1,0,0,19,2
1481,5,2945,0.7,37,1,1,1,4,11,0.5,96,16,5,116,1533,1,1,1,16,2
1031,8,315,2.9,3,0,0,0,8,20,0.9,200,10,10,342,670,1,1,0,16,3
1827,2,2844,1.7,48,0,0,1,4,19,0.5,128,14,0,55,1020,1,1,0,10,2
1971,7,571,0.5,40,1,0,1,0,19,0.3,186,8,7,485,922,1,0,1,17,0
1944,6,1637,0.5,36,1,0,1,4,18,0.8,150,17,14,1060,1970,1,1,0,14,1
1948,1,361,2.9,5,0,0,1,4,13,0.2,136,6,1,651,700,0,0,1,10,0
727,7,1891,1.5,32,1,1,0,0,1,1.0,131,19,13,813,1377,1,1,0,7,1
977,8,3361,0.5,37,0,0,1,5,8,0.9,101,16,10,412,1944,1,1,0,11,3
1590,5,343,0.5,17,1,1,1,2,12,0.2,182,17,12,956,1010,0,1,1,3,0
1996,5,1258,2.8,7,1,0,0,0,4,0.1,138,17,14,937,1083,1,1,1,16,1
1897,8,273,3.0,21,0,1,1,1,2,0.5,192,17,6,1311,1935,1,1,0,3,0
534,3,1164,2.8,11,1,0,1,1,6,0.2,197,15,12,1750,1857,1,0,1,2,1
1559,6,3352,1.6,6,1,1,1,6,17,0.5,162,9,1,179,1559,1,1,1,3,3
1517,4,2738,2.5,8,0,0,0,2,18,0.8,169,18,16,570,1645,1,1,0,12,2
826,2,323,0.5,57,0,0,1,0,0,0.5,130,17,3,354,530,1,1,0,11,0
1484,4,3565,2.1,24,1,0,0,0,5,0.5,135,12,11,1233,898,1,0,1,8,2
1469,2,1687,1.7,44,0,1,1,11,14,0.5,169,15,5,484,711,1,1,1,5,1
618,4,1424,1.0,13,1,0,1,9,15,0.1,80,15,12,591,724,1,1,0,7,0
1281,4,1851,2.8,8,1,0,1,3,19,0.3,144,8,2,590,954,1,1,1,9,1
921,7,3153,2.2,10,1,0,1,12,18,0.1,170,8,2,1272,1469,1,1,1,11,3
1109,1,1552,2.7,39,0,1,1,1,9,0.4,98,15,6,1391,1119,1,1,1,7,1
1212,4,2249,2.6,46,0,1,1,1,8,0.3,102,14,3,611,1715,1,1,0,4,2
664,5,2042,0.5,28,0,0,0,5,5,0.8,106,17,5,754,1497,1,0,0,19,1
703,1,1472,2.7,30,1,0,0,12,20,0.3,113,14,7,218,1065,1,1,0,7,0
701,3,1756,0.7,15,1,1,1,7,11,0.5,160,6,3,1002,1256,1,0,0,17,1
1220,7,1037,2.2,35,1,0,0,1,20,0.7,109,6,4,235,1259,1,0,0,15,0
570,7,862,0.5,9,1,0,0,2,1,0.6,111,14,10,1331,910,1,0,1,14,3
999,4,1344,1.8,27,1,0,0,0,1,0.1,167,17,10,20,745,1,1,1,5,0
523,8,1427,2.6,14,0,0,1,1,2,0.1,155,9,1,304,1042,0,0,1,9,0
1396,7,2389,2.4,46,1,1,0,0,6,0.9,138,7,5,1191,1347,0,0,1,15,2
1945,3,3015,1.6,21,0,0,0,4,10,0.7,113,6,1,280,895,0,0,0,15,3
1547,2,505,2.9,45,0,1,1,6,8,0.7,166,12,2,583,590,0,0,1,3,0
1948,2,816,2.8,18,0,0,0,5,14,0.2,135,16,2,477,571,1,1,1,3,0
1831,7,2460,2.3,44,1,0,0,3,14,0.2,148,10,5,437,1113,1,1,0,18,2
1368,3,1716,2.1,41,0,0,0,4,7,0.1,158,5,3,1314,1884,0,0,1,5,1
1823,8,1812,0.5,16,0,0,0,11,19,0.6,125,5,0,362,1250,1,0,1,19,2
1071,4,3393,2.6,53,0,1,0,0,5,0.3,165,6,5,115,1970,1,0,0,7,3
984,7,404,0.5,15,0,1,1,8,15,0.8,82,15,7,1091,1203,1,1,1,17,3
1224,1,3796,1.6,33,1,0,1,9,18,1.0,157,10,5,522,563,1,0,0,13,3
940,4,2192,2.9,63,1,1,1,0,1,0.7,115,12,3,499,1729,1,0,0,9,1
848,7,436,2.8,8,1,1,1,1,3,0.1,103,10,6,7,1294,1,0,0,15,0
1125,2,591,1.4,29,1,1,1,0,15,0.5,119,9,2,536,861,1,1,0,2,0
1554,3,2086,0.5,2,1,0,1,11,12,1.0,124,7,2,584,1007,0,0,1,18,3
1168,8,3173,1.3,61,0,1,0,9,10,0.1,90,9,4,159,1578,0,0,0,17,3
1154,8,978,1.2,49,0,1,0,0,2,0.2,181,5,3,541,1499,1,1,1,7,0
1236,4,942,2.8,32,1,1,1,6,18,0.3,143,16,12,492,1403,1,1,0,14,0
1709,2,3283,2.1,13,1,0,0,1,2,1.0,156,17,1,974,1385,1,0,0,15,3
1723,8,3587,1.1,42,1,0,0,1,14,1.0,164,10,5,202,1791,1,0,1,3,3
1368,7,2941,1.6,9,1,0,1,4,7,0.1,115,13,12,843,1145,0,0,1,17,3
977,2,3714,2.8,35,1,1,1,2,15,0.6,165,19,3,1502,1862,0,0,1,10,3
560,2,2150,0.5,50,0,0,1,15,20,0.3,159,18,12,1448,1613,1,0,1,11,2
686,4,1503,2.7,36,1,0,0,0,1,0.1,194,10,0,64,745,0,0,1,13,0
1527,2,2078,2.7,60,0,1,1,2,14,0.1,154,5,5,526,660,1,1,0,11,2
1656,7,2856,1.6,16,1,1,1,0,2,1.0,117,14,3,320,899,1,0,1,20,2
1254,2,817,1.2,27,1,1,1,2,10,0.2,134,14,1,1288,1372,1,1,0,16,0
1719,3,2610,2.1,52,1,1,1,0,1,0.1,187,10,1,417,520,1,0,1,11,2
1957,4,1561,1.3,41,1,0,0,6,15,0.6,135,10,5,358,1291,0,0,0,17,1
767,4,2317,2.2,28,0,0,1,7,12,0.5,107,12,0,517,1995,1,1,0,12,2
961,6,3121,0.5,61,0,0,0,2,6,0.3,134,8,5,1734,1968,1,0,1,15,3
1733,6,1542,1.8,36,1,0,0,3,15,1.0,119,17,16,48,1039,1,1,0,5,3
1731,4,1220,2.3,60,1,1,0,4,20,0.1,171,13,3,142,1882,0,0,1,20,1
576,2,1384,1.9,10,1,1,1,2,7,0.2,167,6,0,513,585,1,1,0,5,2
1090,4,1352,1.3,27,0,0,1,5,16,0.1,91,5,1,1638,1910,0,0,1,11,1
1027,4,3655,0.5,53,0,1,0,1,7,0.6,121,7,3,437,739,1,0,1,20,3
1698,7,1656,1.0,26,0,1,0,10,18,0.1,125,5,3,419,1819,1,1,1,17,2
1864,1,2258,2.2,7,0,0,0,0,2,0.1,142,10,1,225,1545,1,1,0,10,2
645,8,714,1.2,41,0,0,1,6,17,0.7,184,18,2,741,1130,1,1,0,13,0
1981,6,1380,1.9,40,0,0,1,13,18,0.5,175,10,1,651,1234,0,1,0,13,1
640,4,3169,0.6,20,0,1,0,0,15,0.1,163,7,10,607,1179,1,0,0,18,2
1195,4,980,2.0,23,0,0,0,1,9,0.1,82,13,9,163,1100,1,1,1,17,0
1160,6,595,1.1,63,1,1,0,1,2,0.4,166,18,4,762,859,1,1,1,15,0
854,4,3115,1.0,17,0,0,0,5,9,0.9,101,7,0,730,1148,1,1,0,2,2
1550,2,2338,2.5,21,1,0,1,6,11,0.8,133,16,1,268,832,0,0,0,15,2
1142,4,2334,0.5,7,0,0,1,0,12,0.9,191,12,3,460,728,0,0,0,11,2
1254,5,3959,1.2,39,1,0,1,8,6,0.7,108,10,4,462,1613,1,1,1,17,3
972,5,1615,0.5,13,1,0,1,5,8,0.4,193,11,6,1392,1795,0,0,1,13,1
793,3,2180,0.5,51,0,0,0,7,9,0.1,95,16,0,342,774,1,0,0,13,3
787,1,2934,0.5,11,1,1,0,15,16,0.6,93,8,6,806,1423,1,0,0,14,2
897,1,2948,1.4,17,0,1,0,1,2,0.4,171,12,3,547,1852,0,0,1,5,2
1166,5,2488,2.0,25,0,0,0,3,4,0.8,198,13,5,59,1203,1,1,0,15,2
1187,2,2032,2.2,46,1,1,1,2,9,0.4,178,13,11,1173,1814,1,1,0,5,3
1224,6,506,0.5,6,0,1,1,16,18,0.4,109,10,0,747,826,1,1,0,11,0
1925,8,3744,3.0,16,0,0,1,8,11,0.2,89,7,3,983,872,1,1,1,19,2
1946,8,934,2.7,8,0,0,0,8,5,0.3,105,6,0,647,902,1,0,1,16,3
1159,4,2115,1.5,36,0,0,0,3,8,0.4,104,8,7,717,1206,0,0,0,18,2
1067,1,966,1.8,14,0,1,0,11,15,0.2,146,5,0,965,1009,0,0,1,13,0
843,8,1734,0.5,16,0,1,0,1,4,0.9,119,10,8,713,732,0,1,1,14,1
1868,1,3131,2.0,42,0,1,1,0,4,0.2,169,8,3,347,660,1,1,1,7,3
798,3,2965,2.4,4,0,0,1,5,9,0.2,96,15,7,526,643,1,0,0,14,2
1945,4,2735,1.7,27,0,0,1,11,10,0.6,123,12,2,1171,1383,1,0,1,6,2
1448,4,3872,1.5,35,1,1,0,0,7,0.1,93,10,4,1175,1578,0,0,1,6,3
1800,1,1308,1.2,53,1,1,0,5,12,0.3,87,14,10,1156,660,0,0,0,9,0
918,7,1652,2.4,8,0,0,1,1,5,0.1,169,17,4,148,671,1,0,0,20,1
